county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Reagan,1,"Ballots Cast",,,,83,0,0,0
Reagan,1,"President",,REP,"Donald J. Trump JD Vance",56,0,36,20
Reagan,1,"President",,DEM,"Kamala D. Harris Tim Walz",23,1,16,6
Reagan,1,"President",,LIB,"Chase Oliver Mike ter Maat",0,0,0,0
Reagan,1,"President",,GRN,"Jill Stein Rudolph Ware",3,0,2,1
Reagan,1,"President",,,"Cherunda Fox / Harlan McVay (W)",0,0,0,0
Reagan,1,"President",,,"Claudia De la Cruz / Karina Garcia (W)",0,0,0,0
Reagan,1,"President",,,"Cornel West / Melina Abdullah (W)",0,0,0,0
Reagan,1,"President",,,"Jessie Cuellar / Wesley Lasley (W)",0,0,0,0
Reagan,1,"President",,,"Peter Sonski / Lauren Onak (W)",0,0,0,0
Reagan,1,"President",,,"Shiva Ayyadurai / Crystal Ellis (W)",0,0,0,0
Reagan,1,"President",,,Undervotes,1,0,0,1
Reagan,1,"President",,,Overvotes,0,0,0,0
Reagan,1,"U.S. Senate",,REP,"Ted Cruz",55,0,36,19
Reagan,1,"U.S. Senate",,DEM,"Colin Allred",22,1,13,8
Reagan,1,"U.S. Senate",,LIB,"Ted Brown",5,0,4,1
Reagan,1,"U.S. Senate",,,"Analisa Roche (W)",0,0,0,0
Reagan,1,"U.S. Senate",,,"Tracy Andrus (W)",0,0,0,0
Reagan,1,"U.S. Senate",,,Undervotes,1,0,1,0
Reagan,1,"U.S. Senate",,,Overvotes,0,0,0,0
Reagan,1,"U.S. House",23,REP,"Tony Gonzales",60,0,39,21
Reagan,1,"U.S. House",23,DEM,"S. Limon",18,1,11,6
Reagan,1,"U.S. House",23,,Undervotes,5,0,4,1
Reagan,1,"U.S. House",23,,Overvotes,0,0,0,0
Reagan,1,"Railroad Commissioner",,REP,"Christi Craddick",50,0,34,16
Reagan,1,"Railroad Commissioner",,DEM,"Katherine Culbert",19,1,11,7
Reagan,1,"Railroad Commissioner",,LIB,"Hawk Dunlap",5,0,4,1
Reagan,1,"Railroad Commissioner",,GRN,"Eddie Espinoza",3,0,1,2
Reagan,1,"Railroad Commissioner",,,"Richard McKibbin (W)",0,0,0,0
Reagan,1,"Railroad Commissioner",,,Undervotes,6,0,4,2
Reagan,1,"Railroad Commissioner",,,Overvotes,0,0,0,0
Reagan,1,"Justice, Supreme Court","Place 2",REP,"Jimmy Blacklock",54,0,36,18
Reagan,1,"Justice, Supreme Court","Place 2",DEM,"DaSean Jones",24,1,15,8
Reagan,1,"Justice, Supreme Court","Place 2",,Undervotes,5,0,3,2
Reagan,1,"Justice, Supreme Court","Place 2",,Overvotes,0,0,0,0
Reagan,1,"Justice, Supreme Court","Place 4",REP,"John Devine",59,0,38,21
Reagan,1,"Justice, Supreme Court","Place 4",DEM,"Christine Vinh Weems",18,1,12,5
Reagan,1,"Justice, Supreme Court","Place 4",,Undervotes,6,0,4,2
Reagan,1,"Justice, Supreme Court","Place 4",,Overvotes,0,0,0,0
Reagan,1,"Justice, Supreme Court","Place 6",REP,"Jane Bland",53,0,34,19
Reagan,1,"Justice, Supreme Court","Place 6",DEM,"Bonnie Lee Goldstein",19,1,12,6
