county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Mitchell,Precinct 1,"Registered Voters",,,,1217,,,
Mitchell,Precinct 1,"Ballots Cast",,,,694,19,519,156
Mitchell,Precinct 1,"Ballots Cast Blank",,,,0,0,0,0
Mitchell,Precinct 1,"President",,REP,"Donald J. Trump",593,12,451,130
Mitchell,Precinct 1,"President",,DEM,"Kamala D. Harris",96,5,65,26
Mitchell,Precinct 1,"President",,LIB,"Chase Oliver",3,1,2,0
Mitchell,Precinct 1,"President",,GRN,"Jill Stein",1,0,1,0
Mitchell,Precinct 1,"President",,,"Write-ins",1,1,0,0
Mitchell,Precinct 1,"U.S. Senate",,REP,"Ted Cruz",578,14,440,124
Mitchell,Precinct 1,"U.S. Senate",,DEM,"Colin Allred",99,5,68,26
Mitchell,Precinct 1,"U.S. Senate",,LIB,"Ted Brown",8,0,6,2
Mitchell,Precinct 1,"U.S. Senate",,,"Write-ins",0,0,0,0
Mitchell,Precinct 1,"U.S. House",19,REP,"Jodey C. Arrington",595,13,449,133
Mitchell,Precinct 1,"U.S. House",19,LIB,"Bernard Johnson",32,5,21,6
Mitchell,Precinct 1,"U.S. House",19,IND,"Nathan Lewis",35,0,26,9
Mitchell,Precinct 1,"Railroad Commissioner",,REP,"Christi Craddick",546,13,420,113
Mitchell,Precinct 1,"Railroad Commissioner",,DEM,"Katherine Culbert",74,4,56,14
Mitchell,Precinct 1,"Railroad Commissioner",,LIB,"Hawk Dunlap",29,2,15,12
Mitchell,Precinct 1,"Railroad Commissioner",,GRN,"Eddie Espinoza",11,0,4,7
Mitchell,Precinct 1,"Railroad Commissioner",,,"Write-ins",0,0,0,0
Mitchell,Precinct 1,"Justice, Supreme Court",2,REP,"Jimmy Blacklock",582,14,441,127
Mitchell,Precinct 1,"Justice, Supreme Court",2,DEM,"DaSean Jones",78,5,55,18
Mitchell,Precinct 1,"Justice, Supreme Court",4,REP,"John Devine",585,14,442,129
Mitchell,Precinct 1,"Justice, Supreme Court",4,DEM,"Christine Vinh Weems",75,3,55,17
Mitchell,Precinct 1,"Justice, Supreme Court",6,REP,"Jane Bland",564,12,426,126
Mitchell,Precinct 1,"Justice, Supreme Court",6,DEM,"Bonnie Lee Goldstein",86,3,59,18
Mitchell,Precinct 1,"Justice, Supreme Court",6,LIB,"J. David Roberson",10,2,11,3
Mitchell,Precinct 1,"Presiding Judge, Ct of Crim App",,REP,"David J. Schenck",574,14,436,124
Mitchell,Precinct 1,"Presiding Judge, Ct of Crim App",,DEM,"Holly Taylor",85,5,58,22
Mitchell,Precinct 1,"Judge, Ct of Crim App",7,REP,"Gina Parker",571,13,432,126
Mitchell,Precinct 1,"Judge, Ct of Crim App",7,DEM,"Nancy Mulder",80,3,57,20
Mitchell,Precinct 1,"Judge, Ct of Crim App",8,REP,"Lee Finley",589,16,444,129
Mitchell,Precinct 1,"Judge, Ct of Crim App",8,DEM,"Chika Anyiam",67,3,49,15
Mitchell,Precinct 1,"Member, State BoE",15,REP,"Aaron Kinsey",556,13,421,122
Mitchell,Precinct 1,"Member, State BoE",15,DEM,"Morgan Kirkpatrick",83,2,62,19
